date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
30/9/2016,,,,,,,,,,
1/10/2016,16.5,15,18,,,38,20.8,,,
2/10/2016,17.2,16,19,,,,9.2,,,
3/10/2016,19.5,17,24,,,,6.2,,,
4/10/2016,,,,,,,,,,
5/10/2016,17.5,14,22,,,60,14.7,,,
6/10/2016,18.7,16,23,,,,5.5,,,
7/10/2016,19.6,17,24,,,,6.8,,,
8/10/2016,19.1,17,21,,,,8.9,,,
9/10/2016,15.8,13,20,,,,11.7,,,
10/10/2016,,,,,,,,,,
11/10/2016,,,,,,,,,,
12/10/2016,,,,,,,,,,
13/10/2016,,,,,,,,,,
14/10/2016,14.7,11,19,,,,7.6,,,
15/10/2016,15.2,12,19,,,77,10.3,,,
16/10/2016,17.2,13,22,,,255,11.9,,,
17/10/2016,21.5,18,28,,,249,7.6,,,
18/10/2016,,,,,,,,,,
19/10/2016,,,,,,,,,,
20/10/2016,,,,,,,,,,
21/10/2016,,,,,,,,,,
22/10/2016,,,,,,,,,,
23/10/2016,,,,,,,,,,
24/10/2016,,,,,,,,,,
25/10/2016,,,,,,,,,,
26/10/2016,,,,,,,,,,
27/10/2016,,,,,,,,,,
28/10/2016,,,,,,,,,,
29/10/2016,,,,,,,,,,
30/10/2016,,,,,,,,,,
31/10/2016,,,,,,,,,,
1/11/2016,,,,,,,,,,
2/11/2016,,,,,,,,,,
3/11/2016,,,,,,,,,,
4/11/2016,,,,,,,,,,
5/11/2016,,,,,,,,,,
6/11/2016,,,,,,,,,,
7/11/2016,,,,,,,,,,
8/11/2016,,,,,,,,,,
9/11/2016,,,,,,,,,,
10/11/2016,10.9,7,15,,,,13.1,,1029.9,
11/11/2016,12.2,6.7,18.3,,,,12.7,,1029.8,
12/11/2016,7.9,4.4,12.8,,,,10.3,,1029.4,
13/11/2016,10.5,6.1,17.2,,,259,15,,1030.1,
14/11/2016,,,,,,,,,,
15/11/2016,11.1,9.4,13.3,,,,9.2,,1029.8,
16/11/2016,11.9,7.8,17.8,,,,12.8,,1029.8,
17/11/2016,13.5,10.6,18.3,,,,7.7,,1030,
18/11/2016,12.6,8.3,18.3,,,,3.9,,,
19/11/2016,13.2,8.3,16.7,,,,10,,1029.8,
20/11/2016,5,3.3,6.1,,,,18.4,,1029.6,
21/11/2016,4.8,3.9,6.1,,,,11,,1029.7,
22/11/2016,5.1,3.9,7.8,,,,8.3,,,
23/11/2016,5.9,2.8,9.4,,,,7.7,,1029.6,
24/11/2016,7.9,5.6,10,,,40,13.3,,1029.8,
25/11/2016,10.2,8.3,12.2,,,,6.3,,1030.2,
26/11/2016,9.1,6.1,11,,,,6.8,,1030.1,
27/11/2016,7.8,5.6,11.7,,,,7.4,,1030.1,
28/11/2016,8.3,5,12.8,,,,8.8,,1030.2,
29/11/2016,13.4,10.6,15,,,,9.4,,1030,
30/11/2016,12.6,11.1,13.9,,,37,16.7,,1029.8,
1/12/2016,11.1,6.7,13.9,,,,13.2,,1029.7,
2/12/2016,7.8,5,11.7,,,,19.2,,1029.9,
3/12/2016,7.7,6.1,10,,,,9.7,,,
4/12/2016,7,5,10,,,,9.1,,1030.2,
5/12/2016,7.3,3.9,11.7,,,,12.9,,1030,
6/12/2016,6.8,5,8.3,,,,14.7,,1030,
7/12/2016,6.7,5.6,8.3,,,,12.8,,1030,
8/12/2016,5.2,3,7.2,,,,13.7,,1030,
9/12/2016,2.6,0.6,6.7,,,,11.1,,1030.1,
10/12/2016,1,-0.6,3.3,,,,13.9,,1029.3,
11/12/2016,0.4,-1.1,2.2,,,,10,,1031.3,
12/12/2016,5.6,2.2,7.8,,,,13.8,,1029.9,
13/12/2016,4.8,3,6.7,,,,10.6,,1030.1,
14/12/2016,,,,,,,,,,
15/12/2016,-2.2,-5.6,1.7,,,,18.4,,1030,
16/12/2016,,,,,,,,,,
17/12/2016,0.7,-2.8,3.9,,,267,12.6,,,
18/12/2016,8,1.7,13.9,,,,10.7,,1029.9,
19/12/2016,-0.9,-3,1.1,,,,9.7,,1031,
20/12/2016,-0.7,-3.9,2.8,,,,10.5,,1030.2,
21/12/2016,2.1,-1.1,5,,,258,12,,1030.2,
22/12/2016,5.6,2.8,11.1,,,,7.7,,,
23/12/2016,5.8,3.3,8.9,,,,10.5,,1029.8,
24/12/2016,5.6,3.9,7.8,,,,10.6,,1029.9,
25/12/2016,7.1,4.4,12.2,,,,9.9,,1030.5,
26/12/2016,5.2,2.2,8.9,,,,16.6,,1030.5,
27/12/2016,12.3,6.1,16.7,,,,17.4,,1029.9,
28/12/2016,4.5,2.8,5.6,,,,8.2,,1030.1,
29/12/2016,4.9,2.2,7.8,,,,11.7,,,
30/12/2016,3.5,2.2,6.1,,,268,19.7,,1029.7,
31/12/2016,3.6,0.6,7.2,,,242,18,,1030,
1/1/2017,7.9,6,11.7,,,,9.8,,1029.7,
2/1/2017,4.9,4.4,5.6,,,33,20.3,,1030.8,
3/1/2017,5.8,4.4,7.2,,,32,26.9,,1029.9,
4/1/2017,7.1,2.2,11.7,,,263,19.5,,1029.5,
5/1/2017,0.1,-2.2,1.7,,,264,21.7,,1029.9,
6/1/2017,-0.1,-1.7,2.8,,,,9.8,,1030.1,
7/1/2017,-3.3,-5,-1.1,,,,12.9,,1029.5,
8/1/2017,-4.8,-7.2,0.6,,,,8.8,,1030.1,
9/1/2017,-6.1,-8.9,-3.3,,,,13.5,,1030.7,
10/1/2017,-0.3,-5.6,7.2,,,,9.8,,,
11/1/2017,7.8,5.6,10,,,,11.3,,1029.6,
12/1/2017,13.5,7.8,17.8,,,266,15.9,,1030.1,
13/1/2017,8.9,2.2,15.6,,,,9,,1030.5,
14/1/2017,0.2,-1.1,1.7,,,29,10.1,,1030.9,
15/1/2017,2,-1.1,5.6,,,,9.7,,1028.9,
16/1/2017,3.1,0,7.8,,,,8.5,,1029.9,
17/1/2017,4.3,3.3,5,,,318,13.2,,,
18/1/2017,,,,,,,,,,
19/1/2017,,,,,,,,,,
20/1/2017,5.7,5,7.2,,,,7.3,,,
21/1/2017,6.8,5.6,7.8,,,,10.3,,,
22/1/2017,7.4,6.1,8.9,,,,14.9,,,
23/1/2017,5.1,3.3,7.2,,,38,36,,,
24/1/2017,3.9,3.3,5,,,,15.2,,,
25/1/2017,7.1,3.3,11.7,,,,8.3,,1029.6,
26/1/2017,8.4,6.7,12.8,,,,10.8,,1029.5,
27/1/2017,,,,,,,,,,
28/1/2017,2.8,1.7,3.9,,,265,23,,1029.7,
29/1/2017,3.9,1.7,8.3,,,254,14.4,,1029.7,
30/1/2017,2.2,0.6,5,,,,9,,,
31/1/2017,-0.4,-2.2,1.1,,,,9.2,,1029.9,
1/2/2017,5.1,1.1,8.3,,,,15.4,,,
2/2/2017,4.1,1.7,7.2,,,,11.4,,1030.1,
3/2/2017,-0.3,-2.2,2.2,,,,10.3,,1030.2,
4/2/2017,-1.1,-5,2.8,,,,14.1,,1028.4,
5/2/2017,2.8,0,5.6,,,252,17.9,,1030,
6/2/2017,5.9,3.3,10,,,,8.9,,,
7/2/2017,4.4,3.3,6.1,,,,16.9,,,
8/2/2017,9,4.4,17.8,,,,8.5,,,
9/2/2017,-0.5,-6.1,6.7,,,,13.8,,1029.7,
10/2/2017,-2.6,-6.7,0.6,,,,18.8,,1030.2,
11/2/2017,4.1,-0.6,7.8,,,,7.7,,1030,
12/2/2017,2,0.6,4.4,,,,17.2,,1029.9,
13/2/2017,2.4,0,4.4,,,,10.3,,1029.8,
14/2/2017,1.9,-1.1,6.1,,,,10.2,,1029.9,
15/2/2017,4.2,2.2,10,,,,5.7,,1029.5,
16/2/2017,1.6,-0.6,4.4,,,,7.5,,1029.6,
17/2/2017,2.2,-2.2,8.3,,,,9.2,,,
18/2/2017,9,1.7,16.7,,,,10.4,,1029.8,
19/2/2017,14.3,10.6,20,,,,8.2,,1029.8,
20/2/2017,9.8,6.1,14.4,,,,9.5,,1029.7,
21/2/2017,,,,,,,,,,
22/2/2017,,,,,,,,,,
23/2/2017,12,6.7,17.2,,,,6.8,,,
24/2/2017,15.8,12.2,20,,,,7.9,,1029.9,
25/2/2017,12.7,9,17.2,,,,9.4,,,
26/2/2017,5.4,2.8,8,,,,11.4,,1030,
27/2/2017,6.6,1.7,12.2,,,251,12.8,,1029.3,
28/2/2017,10.5,7.2,15,,,,6.5,,1029.3,
1/3/2017,15.2,11.7,19.4,,,,13.2,,1029.7,
2/3/2017,9.3,3.3,15.6,,,,16.6,,1029.7,
3/3/2017,1.8,-2.2,5.6,,,,11.2,,1030.1,
4/3/2017,-2.8,-6.1,0.6,,,,9.4,,1032.3,
5/3/2017,-2.1,-8.3,5,,,,7,,1031.2,
6/3/2017,2.7,-1.1,7.2,,,,8.5,,1031.7,
7/3/2017,8.4,5,13.3,,,,7.2,,1029.4,
8/3/2017,12.8,8.9,15,,,,19.1,,1029.9,
9/3/2017,13,9.4,17.8,,,,16.4,,1030,
10/3/2017,3.6,-2.2,9.4,,,,11.7,,1029.9,
11/3/2017,-3.1,-6.1,0.6,,,,9,,1030.2,
12/3/2017,-2.3,-5.6,1.1,,,,7.4,,1028.9,
13/3/2017,-1.4,-5,3.9,,,,9.4,,1031.1,
14/3/2017,-0.5,-4.4,1.7,,,,22.8,,1029.6,
15/3/2017,-3.3,-5.6,-1.1,,,,14.2,,1029.6,
16/3/2017,0.6,-3.9,6.1,,,,13.6,,,
17/3/2017,3.3,-1.1,8.9,,,,12.5,,1030.2,
18/3/2017,2.8,2.2,3.3,,,28,19.2,,1030.2,
19/3/2017,5.6,2.2,10.6,,,,16.9,,1030.2,
20/3/2017,6.8,1.7,12.8,,,,8.2,,1030.1,
21/3/2017,10.1,6.1,15.6,,,,8.8,,1029.9,
22/3/2017,4.1,-2.2,10.6,,,,7,,1029.8,
23/3/2017,1.4,-3.9,7.2,,,,10.7,,1032.2,
24/3/2017,6.8,1.7,12.2,,,246,14.4,,1031.4,
25/3/2017,10.5,7.2,13.3,,,,13.1,,1029.8,
26/3/2017,5.1,3.9,6.7,,,38,21.1,,1030,
27/3/2017,7,3.9,12.2,,,,12,,1030,
28/3/2017,6.7,5.6,8.9,,,47,16.5,,1030,
29/3/2017,10.2,6.7,16.1,,,,6.7,,1030.1,
30/3/2017,6.9,4.4,10.6,,,,10.7,,,
31/3/2017,4.8,3.9,6.1,280.4,,66,23,,1030,
1/4/2017,6.2,3.3,9.4,,,,15,,1029.8,
2/4/2017,11.3,5,18.3,,,,5.7,,1030.1,
3/4/2017,11.5,7.8,15.6,,,,7.3,,1030.1,
4/4/2017,9.4,8.3,10.6,,,,18.3,,1029.7,
5/4/2017,10.1,7,16.7,,,,8.8,,,
6/4/2017,7.4,5.6,11.1,,,40,24,,1029.6,
7/4/2017,7.8,5.6,10,,,,19,,1029.4,
8/4/2017,9.3,4.4,15.6,,,,6.4,,1029.8,
9/4/2017,12.1,6.7,18.3,,,,7.2,,1029.8,
10/4/2017,16.5,10.6,23.9,,,,8.4,,1030.2,
11/4/2017,18.9,14.4,25,,,,8.9,,1030.1,
12/4/2017,17.5,12.8,23.9,,,,6.7,,1030.1,
13/4/2017,13.9,9.4,18.9,,,,5.4,,1028.1,
14/4/2017,12.9,10.6,17.8,,,,7.9,,1028.9,
15/4/2017,12.9,9.4,16.7,,,,7,,1029.6,
16/4/2017,20.4,14.4,27.2,,,252,15.5,,,
17/4/2017,19.4,16.1,22.8,,,,8,,1030,
18/4/2017,13.2,9.4,17.8,,,,13.7,,1029.8,
19/4/2017,9.2,7.8,10.6,,,,14.4,,1031.6,
20/4/2017,13,10,18.3,,,,6.5,,1030.1,
21/4/2017,10.9,10,13.3,,,50,17.2,,,
22/4/2017,11.7,9.4,13.9,,,,8.4,,1029.9,
23/4/2017,12.2,8.9,17.8,,,,10,,1030.1,
24/4/2017,11.9,8.9,15,,,,7.1,,1030.1,
25/4/2017,11.5,10,12.8,,,38,31.4,,,
26/4/2017,13.6,11.1,15,,,,18.7,,1029.8,
27/4/2017,15.8,13.3,20,,,,6.6,,,
28/4/2017,20,13,28.9,,,,8.1,,1030,
29/4/2017,22.8,16.7,28.3,,,,8.4,,1030,
30/4/2017,15.4,11.7,20.6,,,,14.5,,1030.2,
1/5/2017,15.6,10.6,22.2,,,,10.8,,1029.9,
2/5/2017,20.5,18.3,23.3,,,,19,,1029.6,
3/5/2017,16.6,13.9,19.4,,,,13,,1029.9,
4/5/2017,13.3,11.1,16.7,,,,14.2,,1030.2,
5/5/2017,13.4,11.7,15.6,,,55,20.9,,1029.8,
6/5/2017,15.4,12.8,18.3,,,,15.1,,,
7/5/2017,11.7,10,13.3,,,,17.7,,1029.7,
8/5/2017,11.8,8.3,15,,,,10,,1029.9,
9/5/2017,12.9,9.4,17.2,,,,12,,1030,
10/5/2017,13.6,11.1,17.2,,,,9.2,,1030,
11/5/2017,13.1,11.1,16.7,,,,9.2,,1030,
12/5/2017,12.7,10.6,15.6,,,,10.3,,,
13/5/2017,10.4,8.3,12.2,,,46,20.3,,1029.9,
14/5/2017,14,8.3,20,,,,7.1,,1029.7,
15/5/2017,16.4,12.2,21.7,,,,6.6,,1029.7,
16/5/2017,19.8,13.9,25.6,,,,10.2,,1030,
17/5/2017,24.5,17.8,31.1,,,264,12.1,,1030,
18/5/2017,27.6,23.3,31.7,,,261,13,,1029.9,
19/5/2017,27.6,23.3,32.2,,,266,16.2,,1029.9,
20/5/2017,16.6,13.9,21.1,,,49,17.5,,1028.9,
21/5/2017,15.7,12.8,19.4,,,173,11.3,,1028.5,
22/5/2017,14.4,13.3,15.6,,,,8.6,,1030.1,
23/5/2017,17.4,15,20.6,,,,8.9,,1029.9,
24/5/2017,16.8,14,20.6,,,74,13.4,,1029.8,
25/5/2017,14.5,13.9,15,,,43,22.2,,1029.6,
26/5/2017,18.3,13.9,23.3,,,,8.8,,1029.6,
27/5/2017,18.9,16.1,21.7,,,,7.6,,1029.9,
28/5/2017,17.8,15,21.1,,,,12.2,,1030,
29/5/2017,15,14.4,16.1,,,57,15.1,,1030,
30/5/2017,14.3,13.3,15,,,,11.3,,1030.1,
31/5/2017,18.7,14.4,25.6,,,,8.1,,1030,
1/6/2017,21.4,16.7,26.7,,,,13.4,,1029.9,
